account_id,entry_id,transfer_id,customer_id,entry_type,amount,balance_after,counterparty_customer_id,counterparty_account_id
710000002,720000001,730000001,700000001,CREDIT,200.00,200.00,,
710000002,720000002,730000002,700000001,CREDIT,200.00,400.00,,
710000002,720000003,730000003,700000001,CREDIT,200.00,600.00,,
710000002,720000004,730000004,700000001,CREDIT,200.00,800.00,,
710000002,720000005,730000005,700000001,CREDIT,200.00,1000.00,,
710000001,720000006,730000006,700000001,CREDIT,400.00,400.00,,
710000001,720000007,730000007,700000001,CREDIT,400.00,800.00,,
710000001,720000008,730000008,700000001,CREDIT,400.00,1200.00,,
710000001,720000009,730000009,700000001,CREDIT,400.00,1600.00,,
710000001,720000010,730000010,700000001,CREDIT,400.00,2000.00,,
710000004,720000011,730000011,700000002,CREDIT,200.00,200.00,,
710000004,720000012,730000012,700000002,CREDIT,200.00,400.00,,
710000004,720000013,730000013,700000002,CREDIT,200.00,600.00,,
710000004,720000014,730000014,700000002,CREDIT,200.00,800.00,,
710000004,720000015,730000015,700000002,CREDIT,200.00,1000.00,,
710000003,720000016,730000016,700000002,CREDIT,400.00,400.00,,
710000003,720000017,730000017,700000002,CREDIT,400.00,800.00,,
710000003,720000018,730000018,700000002,CREDIT,400.00,1200.00,,
710000003,720000019,730000019,700000002,CREDIT,400.00,1600.00,,
710000003,720000020,730000020,700000002,CREDIT,400.00,2000.00,,
710000005,720000021,730000021,700000003,CREDIT,200.00,200.00,,
710000005,720000022,730000022,700000003,CREDIT,200.00,400.00,,
710000005,720000023,730000023,700000003,CREDIT,200.00,600.00,,
710000005,720000024,730000024,700000003,CREDIT,200.00,800.00,,
710000005,720000025,730000025,700000003,CREDIT,200.00,1000.00,,
710000006,720000026,730000026,700000003,CREDIT,400.00,400.00,,
710000006,720000027,730000027,700000003,CREDIT,400.00,800.00,,
710000006,720000028,730000028,700000003,CREDIT,400.00,1200.00,,
710000006,720000029,730000029,700000003,CREDIT,400.00,1600.00,,
710000006,720000030,730000030,700000003,CREDIT,400.00,2000.00,,
710000007,720000031,730000031,700000005,CREDIT,200.00,200.00,,
710000007,720000032,730000032,700000005,CREDIT,200.00,400.00,,
710000007,720000033,730000033,700000005,CREDIT,200.00,600.00,,
710000007,720000034,730000034,700000005,CREDIT,200.00,800.00,,
710000007,720000035,730000035,700000005,CREDIT,200.00,1000.00,,
710000009,720000036,730000036,700000005,CREDIT,400.00,400.00,,
710000009,720000037,730000037,700000005,CREDIT,400.00,800.00,,
710000009,720000038,730000038,700000005,CREDIT,400.00,1200.00,,
710000009,720000039,730000039,700000005,CREDIT,400.00,1600.00,,
710000009,720000040,730000040,700000005,CREDIT,400.00,2000.00,,
710000010,720000041,730000041,700000007,CREDIT,200.00,200.00,,
710000010,720000042,730000042,700000007,CREDIT,200.00,400.00,,
710000010,720000043,730000043,700000007,CREDIT,200.00,600.00,,
710000010,720000044,730000044,700000007,CREDIT,200.00,800.00,,
710000010,720000045,730000045,700000007,CREDIT,200.00,1000.00,,
710000008,720000046,730000046,700000007,CREDIT,400.00,400.00,,
710000008,720000047,730000047,700000007,CREDIT,400.00,800.00,,
710000008,720000048,730000048,700000007,CREDIT,400.00,1200.00,,
710000008,720000049,730000049,700000007,CREDIT,400.00,1600.00,,
710000008,720000050,730000050,700000007,CREDIT,400.00,2000.00,,
710000016,720000051,730000051,700000004,CREDIT,200.00,200.00,,
710000016,720000052,730000052,700000004,CREDIT,200.00,400.00,,
710000016,720000053,730000053,700000004,CREDIT,200.00,600.00,,
710000016,720000054,730000054,700000004,CREDIT,200.00,800.00,,
710000016,720000055,730000055,700000004,CREDIT,200.00,1000.00,,
710000011,720000056,730000056,700000004,CREDIT,400.00,400.00,,
710000011,720000057,730000057,700000004,CREDIT,400.00,800.00,,
710000011,720000058,730000058,700000004,CREDIT,400.00,1200.00,,
710000011,720000059,730000059,700000004,CREDIT,400.00,1600.00,,
710000011,720000060,730000060,700000004,CREDIT,400.00,2000.00,,
710000012,720000061,730000061,700000006,CREDIT,200.00,200.00,,
710000012,720000062,730000062,700000006,CREDIT,200.00,400.00,,
710000012,720000063,730000063,700000006,CREDIT,200.00,600.00,,
710000012,720000064,730000064,700000006,CREDIT,200.00,800.00,,
710000012,720000065,730000065,700000006,CREDIT,200.00,1000.00,,
710000021,720000066,730000066,700000006,CREDIT,400.00,400.00,,
710000021,720000067,730000067,700000006,CREDIT,400.00,800.00,,
710000021,720000068,730000068,700000006,CREDIT,400.00,1200.00,,
710000021,720000069,730000069,700000006,CREDIT,400.00,1600.00,,
710000021,720000070,730000070,700000006,CREDIT,400.00,2000.00,,
710000024,720000071,730000071,700000008,CREDIT,200.00,200.00,,
710000024,720000072,730000072,700000008,CREDIT,200.00,400.00,,
710000024,720000073,730000073,700000008,CREDIT,200.00,600.00,,
710000024,720000074,730000074,700000008,CREDIT,200.00,800.00,,
710000024,720000075,730000075,700000008,CREDIT,200.00,1000.00,,
710000013,720000076,730000076,700000008,CREDIT,400.00,400.00,,
710000013,720000077,730000077,700000008,CREDIT,400.00,800.00,,
710000013,720000078,730000078,700000008,CREDIT,400.00,1200.00,,
710000013,720000079,730000079,700000008,CREDIT,400.00,1600.00,,
710000013,720000080,730000080,700000008,CREDIT,400.00,2000.00,,
710000014,720000081,730000081,700000009,CREDIT,200.00,200.00,,
710000014,720000082,730000082,700000009,CREDIT,200.00,400.00,,
710000014,720000083,730000083,700000009,CREDIT,200.00,600.00,,
710000014,720000084,730000084,700000009,CREDIT,200.00,800.00,,
710000014,720000085,730000085,700000009,CREDIT,200.00,1000.00,,
710000028,720000086,730000086,700000009,CREDIT,400.00,400.00,,
710000028,720000087,730000087,700000009,CREDIT,400.00,800.00,,
710000028,720000088,730000088,700000009,CREDIT,400.00,1200.00,,
710000028,720000089,730000089,700000009,CREDIT,400.00,1600.00,,
710000028,720000090,730000090,700000009,CREDIT,400.00,2000.00,,
710000029,720000091,730000091,700000010,CREDIT,200.00,200.00,,
710000029,720000092,730000092,700000010,CREDIT,200.00,400.00,,
710000029,720000093,730000093,700000010,CREDIT,200.00,600.00,,
710000029,720000094,730000094,700000010,CREDIT,200.00,800.00,,
710000029,720000095,730000095,700000010,CREDIT,200.00,1000.00,,
710000015,720000096,730000096,700000010,CREDIT,400.00,400.00,,
710000015,720000097,730000097,700000010,CREDIT,400.00,800.00,,
710000015,720000098,730000098,700000010,CREDIT,400.00,1200.00,,
710000015,720000099,730000099,700000010,CREDIT,400.00,1600.00,,
710000015,720000100,730000100,700000010,CREDIT,400.00,2000.00,,
710000017,720000101,730000101,700000011,CREDIT,200.00,200.00,,
710000017,720000102,730000102,700000011,CREDIT,200.00,400.00,,
710000017,720000103,730000103,700000011,CREDIT,200.00,600.00,,
710000017,720000104,730000104,700000011,CREDIT,200.00,800.00,,
710000017,720000105,730000105,700000011,CREDIT,200.00,1000.00,,
710000032,720000106,730000106,700000011,CREDIT,400.00,400.00,,
710000032,720000107,730000107,700000011,CREDIT,400.00,800.00,,
710000032,720000108,730000108,700000011,CREDIT,400.00,1200.00,,
710000032,720000109,730000109,700000011,CREDIT,400.00,1600.00,,
710000032,720000110,730000110,700000011,CREDIT,400.00,2000.00,,
710000034,720000111,730000111,700000012,CREDIT,200.00,200.00,,
710000034,720000112,730000112,700000012,CREDIT,200.00,400.00,,
710000034,720000113,730000113,700000012,CREDIT,200.00,600.00,,
710000034,720000114,730000114,700000012,CREDIT,200.00,800.00,,
710000034,720000115,730000115,700000012,CREDIT,200.00,1000.00,,
710000018,720000116,730000116,700000012,CREDIT,400.00,400.00,,
710000018,720000117,730000117,700000012,CREDIT,400.00,800.00,,
710000018,720000118,730000118,700000012,CREDIT,400.00,1200.00,,
710000018,720000119,730000119,700000012,CREDIT,400.00,1600.00,,
710000018,720000120,730000120,700000012,CREDIT,400.00,2000.00,,
710000019,720000121,730000121,700000013,CREDIT,200.00,200.00,,
710000019,720000122,730000122,700000013,CREDIT,200.00,400.00,,
710000019,720000123,730000123,700000013,CREDIT,200.00,600.00,,
710000019,720000124,730000124,700000013,CREDIT,200.00,800.00,,
710000019,720000125,730000125,700000013,CREDIT,200.00,1000.00,,
710000035,720000126,730000126,700000013,CREDIT,400.00,400.00,,
710000035,720000127,730000127,700000013,CREDIT,400.00,800.00,,
710000035,720000128,730000128,700000013,CREDIT,400.00,1200.00,,
710000035,720000129,730000129,700000013,CREDIT,400.00,1600.00,,
710000035,720000130,730000130,700000013,CREDIT,400.00,2000.00,,
710000037,720000131,730000131,700000014,CREDIT,200.00,200.00,,
710000037,720000132,730000132,700000014,CREDIT,200.00,400.00,,
710000037,720000133,730000133,700000014,CREDIT,200.00,600.00,,
710000037,720000134,730000134,700000014,CREDIT,200.00,800.00,,
